image,question,answer
4832.jpg,What is the value of Second digit ?,5
4833.jpg,What is the value of Second digit ?,5
4834.jpg,What is the value of Second digit ?,3
4835.jpg,What is the value of Second digit ?,9
4836.jpg,What is the value of Second digit ?,2
4837.jpg,What is the value of Second digit ?,4
4838.jpg,What is the value of Second digit ?,4
4839.jpg,What is the value of Second digit ?,4
4840.jpg,What is the value of Second digit ?,7
4841.jpg,What is the value of Second digit ?,5
4842.jpg,What is the value of Second digit ?,0
4843.jpg,What is the value of Second digit ?,8
4844.jpg,What is the value of Second digit ?,1
4845.jpg,What is the value of Second digit ?,7
4846.jpg,What is the value of Second digit ?,1
4847.jpg,What is the value of Second digit ?,9
4848.jpg,What is the value of Second digit ?,8
4849.jpg,What is the value of Second digit ?,5
4850.jpg,What is the value of Second digit ?,7
4851.jpg,What is the value of Second digit ?,5
4852.jpg,What is the value of Second digit ?,7
4853.jpg,What is the value of Second digit ?,3
4854.jpg,What is the value of Second digit ?,5
4855.jpg,What is the value of Second digit ?,8
4856.jpg,What is the value of Second digit ?,4
4857.jpg,What is the value of Second digit ?,0
4858.jpg,What is the value of Second digit ?,1
4859.jpg,What is the value of Second digit ?,9
4860.jpg,What is the value of Second digit ?,5
4861.jpg,What is the value of Second digit ?,0
4862.jpg,What is the value of Second digit ?,0
4863.jpg,What is the value of Second digit ?,0
4864.jpg,What is the value of Second digit ?,4
4865.jpg,What is the value of Second digit ?,0
4866.jpg,What is the value of Second digit ?,3
4867.jpg,What is the value of Second digit ?,4
4868.jpg,What is the value of Second digit ?,6
4869.jpg,What is the value of Second digit ?,0
4870.jpg,What is the value of Second digit ?,4
4871.jpg,What is the value of Second digit ?,3
4872.jpg,What is the value of Second digit ?,4
4873.jpg,What is the value of Second digit ?,1
4874.jpg,What is the value of Second digit ?,1
4875.jpg,What is the value of Second digit ?,9
4876.jpg,What is the value of Second digit ?,4
4877.jpg,What is the value of Second digit ?,4
4878.jpg,What is the value of Second digit ?,5
4879.jpg,What is the value of Second digit ?,8
4880.jpg,What is the value of Second digit ?,0
4881.jpg,What is the value of Second digit ?,8
4882.jpg,What is the value of Second digit ?,6
4883.jpg,What is the value of Second digit ?,5
4884.jpg,What is the value of Second digit ?,3
4885.jpg,What is the value of Second digit ?,0
4886.jpg,What is the value of Second digit ?,2
4887.jpg,What is the value of Second digit ?,3
4888.jpg,What is the value of Second digit ?,6
4889.jpg,What is the value of Second digit ?,3
4890.jpg,What is the value of Second digit ?,4
4891.jpg,What is the value of Second digit ?,7
4892.jpg,What is the value of Second digit ?,7
4893.jpg,What is the value of Second digit ?,5
4894.jpg,What is the value of Second digit ?,8
4895.jpg,What is the value of Second digit ?,2
4896.jpg,What is the value of Second digit ?,3
4897.jpg,What is the value of Second digit ?,0
4898.jpg,What is the value of Second digit ?,1
4899.jpg,What is the value of Second digit ?,9
4900.jpg,What is the value of Second digit ?,2
4901.jpg,What is the value of Second digit ?,7
4902.jpg,What is the value of Second digit ?,0
4903.jpg,What is the value of Second digit ?,1
4904.jpg,What is the value of Second digit ?,1
4905.jpg,What is the value of Second digit ?,0
4906.jpg,What is the value of Second digit ?,6
4907.jpg,What is the value of Second digit ?,2
4908.jpg,What is the value of Second digit ?,9
4909.jpg,What is the value of Second digit ?,8
4910.jpg,What is the value of Second digit ?,1
4911.jpg,What is the value of Second digit ?,1
4912.jpg,What is the value of Second digit ?,7
4913.jpg,What is the value of Second digit ?,7
4914.jpg,What is the value of Second digit ?,8
4915.jpg,What is the value of Second digit ?,0
4916.jpg,What is the value of Second digit ?,4
4917.jpg,What is the value of Second digit ?,5
4918.jpg,What is the value of Second digit ?,4
4919.jpg,What is the value of Second digit ?,1
4920.jpg,What is the value of Second digit ?,6
4921.jpg,What is the value of Second digit ?,4
4922.jpg,What is the value of Second digit ?,7
4923.jpg,What is the value of Second digit ?,7
4924.jpg,What is the value of Second digit ?,4
4925.jpg,What is the value of Second digit ?,3
4926.jpg,What is the value of Second digit ?,4
4927.jpg,What is the value of Second digit ?,2
4928.jpg,What is the value of Second digit ?,2
4929.jpg,What is the value of Second digit ?,8
4930.jpg,What is the value of Second digit ?,7
4931.jpg,What is the value of Second digit ?,1
4932.jpg,What is the value of Second digit ?,0
4933.jpg,What is the value of Second digit ?,9
4934.jpg,What is the value of Second digit ?,7
4935.jpg,What is the value of Second digit ?,3
4936.jpg,What is the value of Second digit ?,3
4937.jpg,What is the value of Second digit ?,3
4938.jpg,What is the value of Second digit ?,4
4939.jpg,What is the value of Second digit ?,8
4940.jpg,What is the value of Second digit ?,6
4941.jpg,What is the value of Second digit ?,8
4942.jpg,What is the value of Second digit ?,9
4943.jpg,What is the value of Second digit ?,5
4944.jpg,What is the value of Second digit ?,6
4945.jpg,What is the value of Second digit ?,7
4946.jpg,What is the value of Second digit ?,3
4947.jpg,What is the value of Second digit ?,4
4948.jpg,What is the value of Second digit ?,8
4949.jpg,What is the value of Second digit ?,5
4950.jpg,What is the value of Second digit ?,6
4951.jpg,What is the value of Second digit ?,5
4952.jpg,What is the value of Second digit ?,1
4953.jpg,What is the value of Second digit ?,9
4954.jpg,What is the value of Second digit ?,9
4955.jpg,What is the value of Second digit ?,6
4956.jpg,What is the value of Second digit ?,7
4957.jpg,What is the value of Second digit ?,9
4958.jpg,What is the value of Second digit ?,0
4959.jpg,What is the value of Second digit ?,4
4960.jpg,What is the value of Second digit ?,4
4961.jpg,What is the value of Second digit ?,5
4962.jpg,What is the value of Second digit ?,8
4963.jpg,What is the value of Second digit ?,2
4964.jpg,What is the value of Second digit ?,7
4965.jpg,What is the value of Second digit ?,1
4966.jpg,What is the value of Second digit ?,6
4967.jpg,What is the value of Second digit ?,6
4968.jpg,What is the value of Second digit ?,6
4969.jpg,What is the value of Second digit ?,0
4970.jpg,What is the value of Second digit ?,9
4971.jpg,What is the value of Second digit ?,9
4972.jpg,What is the value of Second digit ?,9
4973.jpg,What is the value of Second digit ?,2
4974.jpg,What is the value of Second digit ?,5
4975.jpg,What is the value of Second digit ?,7
4976.jpg,What is the value of Second digit ?,3
4977.jpg,What is the value of Second digit ?,0
4978.jpg,What is the value of Second digit ?,6
4979.jpg,What is the value of Second digit ?,2
4980.jpg,What is the value of Second digit ?,7
4981.jpg,What is the value of Second digit ?,9
4982.jpg,What is the value of Second digit ?,8
4983.jpg,What is the value of Second digit ?,9
4984.jpg,What is the value of Second digit ?,9
4985.jpg,What is the value of Second digit ?,1
4986.jpg,What is the value of Second digit ?,3
4987.jpg,What is the value of Second digit ?,3
4988.jpg,What is the value of Second digit ?,1
4989.jpg,What is the value of Second digit ?,2
4990.jpg,What is the value of Second digit ?,4
4991.jpg,What is the value of Second digit ?,1
4992.jpg,What is the value of Second digit ?,0
4993.jpg,What is the value of Second digit ?,6
4994.jpg,What is the value of Second digit ?,9
4995.jpg,What is the value of Second digit ?,6
4996.jpg,What is the value of Second digit ?,2
4997.jpg,What is the value of Second digit ?,1
4998.jpg,What is the value of Second digit ?,6
4999.jpg,What is the value of Second digit ?,8
5000.jpg,What is the value of Second digit ?,0
5001.jpg,What is the value of Second digit ?,4
5002.jpg,What is the value of Second digit ?,9
5003.jpg,What is the value of Second digit ?,4
5004.jpg,What is the value of Second digit ?,9
5005.jpg,What is the value of Second digit ?,0
5006.jpg,What is the value of Second digit ?,5
5007.jpg,What is the value of Second digit ?,8
5008.jpg,What is the value of Second digit ?,0
5009.jpg,What is the value of Second digit ?,6
5010.jpg,What is the value of Second digit ?,2
5011.jpg,What is the value of Second digit ?,4
5012.jpg,What is the value of Second digit ?,0
5013.jpg,What is the value of Second digit ?,8
5014.jpg,What is the value of Second digit ?,0
5015.jpg,What is the value of Second digit ?,9
5016.jpg,What is the value of Second digit ?,5
5017.jpg,What is the value of Second digit ?,5
5018.jpg,What is the value of Second digit ?,9
5019.jpg,What is the value of Second digit ?,5
5020.jpg,What is the value of Second digit ?,9
5021.jpg,What is the value of Second digit ?,2
5022.jpg,What is the value of Second digit ?,0
5023.jpg,What is the value of Second digit ?,2
5024.jpg,What is the value of Second digit ?,5
5025.jpg,What is the value of Second digit ?,7
5026.jpg,What is the value of Second digit ?,8
5027.jpg,What is the value of Second digit ?,8
5028.jpg,What is the value of Second digit ?,1
5029.jpg,What is the value of Second digit ?,9
5030.jpg,What is the value of Second digit ?,9
5031.jpg,What is the value of Second digit ?,8
5032.jpg,What is the value of Second digit ?,9
5033.jpg,What is the value of Second digit ?,1
5034.jpg,What is the value of Second digit ?,9
5035.jpg,What is the value of Second digit ?,3
5036.jpg,What is the value of Second digit ?,1
5037.jpg,What is the value of Second digit ?,3
5038.jpg,What is the value of Second digit ?,4
5039.jpg,What is the value of Second digit ?,7
5040.jpg,What is the value of Second digit ?,2
5041.jpg,What is the value of Second digit ?,7
5042.jpg,What is the value of Second digit ?,7
5043.jpg,What is the value of Second digit ?,7
5044.jpg,What is the value of Second digit ?,9
5045.jpg,What is the value of Second digit ?,0
5046.jpg,What is the value of Second digit ?,2
5047.jpg,What is the value of Second digit ?,6
5048.jpg,What is the value of Second digit ?,1
5049.jpg,What is the value of Second digit ?,5
5050.jpg,What is the value of Second digit ?,4
5051.jpg,What is the value of Second digit ?,2
5052.jpg,What is the value of Second digit ?,8
5053.jpg,What is the value of Second digit ?,1
5054.jpg,What is the value of Second digit ?,1
5055.jpg,What is the value of Second digit ?,4
5056.jpg,What is the value of Second digit ?,4
5057.jpg,What is the value of Second digit ?,0
5058.jpg,What is the value of Second digit ?,4
5059.jpg,What is the value of Second digit ?,1
5060.jpg,What is the value of Second digit ?,4
5061.jpg,What is the value of Second digit ?,0
5062.jpg,What is the value of Second digit ?,2
5063.jpg,What is the value of Second digit ?,6
5064.jpg,What is the value of Second digit ?,0
5065.jpg,What is the value of Second digit ?,4
5066.jpg,What is the value of Second digit ?,4
5067.jpg,What is the value of Second digit ?,8
5068.jpg,What is the value of Second digit ?,3
5069.jpg,What is the value of Second digit ?,0
5070.jpg,What is the value of Second digit ?,6
5071.jpg,What is the value of Second digit ?,4
5072.jpg,What is the value of Second digit ?,5
5073.jpg,What is the value of Second digit ?,6
5074.jpg,What is the value of Second digit ?,9
5075.jpg,What is the value of Second digit ?,8
5076.jpg,What is the value of Second digit ?,1
5077.jpg,What is the value of Second digit ?,5
5078.jpg,What is the value of Second digit ?,0
5079.jpg,What is the value of Second digit ?,5
5080.jpg,What is the value of Second digit ?,4
5081.jpg,What is the value of Second digit ?,2
5082.jpg,What is the value of Second digit ?,0
5083.jpg,What is the value of Second digit ?,5
5084.jpg,What is the value of Second digit ?,9
5085.jpg,What is the value of Second digit ?,1
5086.jpg,What is the value of Second digit ?,2
5087.jpg,What is the value of Second digit ?,3
5088.jpg,What is the value of Second digit ?,0
5089.jpg,What is the value of Second digit ?,2
5090.jpg,What is the value of Second digit ?,4
5091.jpg,What is the value of Second digit ?,4
5092.jpg,What is the value of Second digit ?,6
5093.jpg,What is the value of Second digit ?,3
5094.jpg,What is the value of Second digit ?,8
5095.jpg,What is the value of Second digit ?,2
5096.jpg,What is the value of Second digit ?,3
5097.jpg,What is the value of Second digit ?,6
5098.jpg,What is the value of Second digit ?,3
5099.jpg,What is the value of Second digit ?,1
5100.jpg,What is the value of Second digit ?,4
5101.jpg,What is the value of Second digit ?,5
5102.jpg,What is the value of Second digit ?,1
5103.jpg,What is the value of Second digit ?,1
